ROWTYPE,PAYLOAD,TRIAL,EST_M,EST_F,EST_H,ERR_M,ERR_F,ERR_H,TRUE_TOTAL,TRUE_DISTINCT,SPACE_M_KB,SPACE_F_KB,SPACE_H_KB,AVG_M,REL_M,AVG_F,REL_F,AVG_H,REL_H,P99_M,P99_F,P99_H
TRIAL,UNIQUE_RANDOM,1,101497.880000,106224.457963,100138.971783,0.014979,0.062245,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,2,99941.400000,113796.433236,100138.971783,0.000586,0.137964,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,3,104037.400000,107178.169803,100138.971783,0.040374,0.071782,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,4,96828.440000,128777.594285,100138.971783,0.031716,0.287776,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,5,104283.160000,104003.567934,100138.971783,0.042832,0.040036,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,6,97811.480000,112646.978726,100138.971783,0.021885,0.126470,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,7,105511.960000,109833.594293,100138.971783,0.055120,0.098336,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,8,100269.080000,99746.606200,100138.971783,0.002691,0.002534,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,9,107887.640000,104235.951060,100138.971783,0.078876,0.042360,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,10,102562.840000,112424.505471,100138.971783,0.025628,0.124245,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,11,96091.160000,108695.663530,100138.971783,0.039088,0.086957,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,12,99286.040000,108899.841811,100138.971783,0.007140,0.088998,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,13,99449.880000,111377.783647,100138.971783,0.005501,0.113778,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,14,96828.440000,110325.798457,100138.971783,0.031716,0.103258,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,15,95026.200000,105522.125609,100138.971783,0.049738,0.055221,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,16,100842.520000,107096.016893,100138.971783,0.008425,0.070960,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,17,99777.560000,114292.514859,100138.971783,0.002224,0.142925,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,18,101661.720000,104468.558681,100138.971783,0.016617,0.044686,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,19,97156.120000,109406.647894,100138.971783,0.028439,0.094066,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,20,92896.280000,111790.166077,100138.971783,0.071037,0.117902,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,21,100596.760000,110159.363154,100138.971783,0.005968,0.101594,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,22,95517.720000,111655.836970,100138.971783,0.044823,0.116558,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,23,100678.680000,102368.427344,100138.971783,0.006787,0.023684,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,24,101088.280000,102085.209586,100138.971783,0.010883,0.020852,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,25,103791.640000,104843.258870,100138.971783,0.037916,0.048433,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,26,101006.360000,113987.529682,100138.971783,0.010064,0.139875,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,27,98139.160000,100730.431188,100138.971783,0.018608,0.007304,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,28,101088.280000,104867.855682,100138.971783,0.010883,0.048679,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,29,96173.080000,107246.419128,100138.971783,0.038269,0.072464,0.001390,,,,,,,,,,,,,
TRIAL,UNIQUE_RANDOM,30,97811.480000,111366.697601,100138.971783,0.021885,0.113667,0.001390,,,,,,,,,,,,,
SUMMARY,UNIQUE_RANDOM,,,,,,,,100000,100000,4.835938,2.398438,0.156250,99851.288000,0.026023,108668.466854,0.086854,100138.971783,0.001390,0.078876,0.287776,0.001390
TRIAL,ALL_SAME,1,101907.480000,2.245911,1.003927,0.019075,1.245911,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,2,95271.960000,2.369853,1.003927,0.047280,1.369853,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,3,99695.640000,2.370770,1.003927,0.003044,1.370770,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,4,103218.200000,2.307476,1.003927,0.032182,1.307476,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,5,103791.640000,2.353106,1.003927,0.037916,1.353106,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,6,103873.560000,2.341546,1.003927,0.038736,1.341546,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,7,99286.040000,2.318568,1.003927,0.007140,1.318568,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,8,99531.800000,2.254608,1.003927,0.004682,1.254608,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,9,98139.160000,2.343208,1.003927,0.018608,1.343208,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,10,96664.600000,2.398720,1.003927,0.033354,1.398720,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,11,98958.360000,2.420331,1.003927,0.010416,1.420331,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,12,101989.400000,2.308142,1.003927,0.019894,1.308142,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,13,98221.080000,2.358315,1.003927,0.017789,1.358315,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,14,100187.160000,2.359033,1.003927,0.001872,1.359033,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,15,99449.880000,2.286046,1.003927,0.005501,1.286046,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,16,101170.200000,2.318649,1.003927,0.011702,1.318649,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,17,99613.720000,2.275895,1.003927,0.003863,1.275895,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,18,100023.320000,2.466055,1.003927,0.000233,1.466055,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,19,96910.360000,2.262073,1.003927,0.030896,1.262073,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,20,98876.440000,2.370039,1.003927,0.011236,1.370039,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,21,105020.440000,2.302671,1.003927,0.050204,1.302671,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,22,100187.160000,2.292390,1.003927,0.001872,1.292390,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,23,103218.200000,2.350652,1.003927,0.032182,1.350652,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,24,95763.480000,2.355504,1.003927,0.042365,1.355504,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,25,101170.200000,2.388293,1.003927,0.011702,1.388293,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,26,100678.680000,2.273303,1.003927,0.006787,1.273303,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,27,98712.600000,2.296892,1.003927,0.012874,1.296892,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,28,98794.520000,2.426282,1.003927,0.012055,1.426282,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,29,101088.280000,2.298068,1.003927,0.010883,1.298068,0.003927,,,,,,,,,,,,,
TRIAL,ALL_SAME,30,97811.480000,2.358485,1.003927,0.021885,1.358485,0.003927,,,,,,,,,,,,,
SUMMARY,ALL_SAME,,,,,,,,100000,1,4.835938,2.398438,0.156250,99974.168000,0.018608,2.335696,1.335696,1.003927,0.003927,0.050204,1.466055,0.003927
TRIAL,MANY_DUPLICATES,1,100678.680000,1043.270904,1008.879857,0.006787,0.043271,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,2,97238.040000,1027.139131,1008.879857,0.027620,0.027139,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,3,97156.120000,972.330264,1008.879857,0.028439,0.027670,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,4,99531.800000,1011.659384,1008.879857,0.004682,0.011659,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,5,103382.040000,1105.995465,1008.879857,0.033820,0.105995,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,6,96746.520000,1021.145273,1008.879857,0.032535,0.021145,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,7,103382.040000,1112.404225,1008.879857,0.033820,0.112404,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,8,99613.720000,1061.969892,1008.879857,0.003863,0.061970,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,9,97975.320000,1094.881660,1008.879857,0.020247,0.094882,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,10,96255.000000,1039.866356,1008.879857,0.037450,0.039866,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,11,100269.080000,1050.773095,1008.879857,0.002691,0.050773,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,12,102399.000000,1075.520375,1008.879857,0.023990,0.075520,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,13,101989.400000,1061.152448,1008.879857,0.019894,0.061152,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,14,95927.320000,1118.802213,1008.879857,0.040727,0.118802,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,15,96500.760000,1143.058877,1008.879857,0.034992,0.143059,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,16,99204.120000,1046.515193,1008.879857,0.007959,0.046515,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,17,100187.160000,1004.818591,1008.879857,0.001872,0.004819,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,18,101252.120000,1152.726177,1008.879857,0.012521,0.152726,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,19,105675.800000,1056.670163,1008.879857,0.056758,0.056670,0.008880,,,,,,,,,,,,,
TRIAL,MANY_DUPLICATES,20,99286.040000,1150.214327,1008.879857,0.007140,0.150214,0.008880,,,,,,,,,,,,,
